order_date,customer_id,email,product_id,quantity,price,shipping_status
2024-04-25,CUST-3383,user813@hotmail.cm,PROD-308,3.0,17.292344632259084,Pending
2024-03-15,Customer 2704,user516@gmail.com,PROD-804,6.0,20.801281294548097,Pending
2024-04-22,1362,user838@outlook.cm,PROD-150,7.0,64.31488391153006,In-Transit
2025-02-23,5286,user580@company.com,PROD-779,8.0,142.33394221428378,In Transit
2025-02-25,CUST-3469,user289@hotmail.com,PROD-818,2.0,11.959107245963647,Shipped
2024-04-13,Customer 7150,user238@outlook.com,PROD-721,173.0,134,Shipped
2024-12-05,1556,user824@company.com,PROD-763,189.0,97.65622625685945,in transit
2024-09-10,C3808,user713@company.com,PROD-739,8.0,13.660496671524685,delivered
2024-08-14,CUST-6150, user326@outlook.com ,PROD-455,3.0,136.97939305218227,Shipped
2024-04-21,C8561,user214@yahoo.com,PROD-464,9.0,76.12337046361662,shipped
2024-04-08,CUST-4741,user372@outlook.com,PROD-751,6.0,$196.78,Delivered
2024-06-01,C3403,user392@outlook.com,PROD-705,6.0,181.11474464599596,delivered
2024-12-14,C9780,user775@yahoo.com,PROD-328,6.0,85.95816727653896,SHIPPED
2025-02-05,1294,user327@hotmail.com,PROD-636,8.0,74.23727226259727,pending
2025-01-18,C6343,user971@outlook.com,PROD-892,2.0,71.52166844583061,delivered
2024-12-31,2136,user708@hotmail.com,PROD-812,5.0,154.2202156768276,Shipped
2024-12-03,CUS-3064,user591@outlook.com,PROD-801,3.0,$174.68,DELIVERED
2024-07-12,C5543,user571@company.com,PROD-454,1.0,$56.47,shipped
2024-11-05,2007,user609@yahoo.com,PROD-788,5.0,37.989236409433126,shipped
2024-06-11,CUST-6352,user310@outlook.com,PROD-308,4.0,52,In Transit
2024-07-26,C2435,user212@outlook.com,PROD-939,5.0,126.40718986893383,Pending
2024-06-17,Customer 3382,user261@yahoo.com,PROD-716,1.0,52.53830232884218,SHIPPED
2024-06-09,6084,user282@gmail.com,PROD-378,3.0,168.50280082053658,In Transit
2024-03-08,Customer 8059,user248@gmail.com,PROD-705,4.0,32.106060387771414,In-Transit
2024-10-15,Customer 2265,user580@hotmail.com,PROD-388,8.0,63.639552834890864,Delivered
2025-02-01,Customer 2040,user401@gmail.com,PROD-356,8.0,99.94263161440176,in transit
2024-10-03,Customer 9073,user724@outlook.com,PROD-444,8.0,21.116914998890884,shipped
2024-10-30,CUS-9213,user629@company.com,PROD-957,2.0,136.2136204478328,SHIPPED
2025-02-07,C7353,user651@yahoo.com,PROD-563,8.0,-173,Pending
2025-01-18,C8437,user302@company.com,PROD-251,3.0,144.29584065325332,pending
2025-01-26,5811,user648@outlook.com,PROD-498,2.0,22.97604745604132,SHIPPED
2024-05-14,Customer 9954, user851@yahoo.com ,PROD-517,9.0,185.49097479415536,in transit
2024-07-13,CUST-6043,user129@outlook.com,PROD-173,3.0,39.93615632194494,pending
2025-02-04,6126,user990@company.com,PROD-596,9.0,171.64249431340744,in transit
2024-05-07,8813,user714@yahoo.com,,2.0,103.75285561028626,In Transit
2024-02-02,CUST-4356,user663@gmail.com,,6.0,123.35186702480965,delivered
2024-06-24,Customer 8266,user210@gmail.com,PROD-472,6.0,$86.77,In-Transit
2025-01-05,1038,user504@gmail.com,PROD-420,4.0,34.180659828505355,In-Transit
2025-01-09,2098,user801@gmail.com,PROD-674,9.0,$17.05,Shipped
2024-01-22,Customer 2823,user948@company.com,PROD-980,7.0,46,In-Transit
2024-08-25,C4155,user544@company.com,PROD-202,632.0,115.99114797399676,SHIPPED
2024-06-06,CUST-6658,user774@hotmail.com,PROD-771,9.0,119.76498282456441,In-Transit
2024-02-07,CUST-3896,user316yahoo.com,PROD-880,6.0,61.79863995495148,Pending
2024-08-17,Customer 1988,user104@yahoo.com,PROD-479,5.0,174.9978900000194,pending
2024-12-30,7446,user245@hotmail.com,PROD-848,9.0,13.51415718763742,In-Transit
2024-02-20,5179,user483@hotmail.com,PROD-286,5.0,123.63680242040125,shipped
2024-09-20,CUST-6626,user518@gmail.com,PROD-877,6.0,126.63021001950354,Shipped
2024-10-09,CUS-1933,user221@hotmail.com,PROD-684,7.0,130.47447406469257,pending
2024-01-27,C2980,user462@yahoo.com,PROD-127,5.0,95.22651803763766,SHIPPED
2024-08-13,CUST-4056,user925@company.com,PROD-450,8.0,168.602506911355,in transit
2024-10-03,CUS-1791,user286@hotmail.com,PROD-930,4.0,102.84417199440436,In Transit
2024-10-12,Customer 6390,user963@company.com,PROD-309,5.0,160.37279264550392,Delivered
2024-04-06,Customer 3255,user882@outlook.com,PROD-842,3.0,26.684602877069118,In Transit
,,,,,,
2025-01-01,Customer 7573, user897@yahoo.com ,PROD-474,3.0,$94.78,Delivered
2024-11-12,CUS-6776,user984@company.com,PROD-375,3.0,122.95419269621486,Pending
2024-10-30,4380,user762company.com,PROD-234,5.0,95.29615707212955,DELIVERED
2024-05-26,CUST-4633,user733@company.com,,6.0,192.9512511793127,Shipped
2024-01-04,Customer 7342,user387@yahoo.com,PROD-595,4.0,$73.12,in transit
2024-02-04,CUST-1959,user840@yahoo.cm,PROD-767,8.0,32.24037398600278,In Transit
2024-07-10,Customer 9884,user934yahoo.com,PROD-730,2.0,115.28680235692565,In-Transit
2024-02-18,Customer 5473,user500@hotmail.com,PROD-398,3.0,84.70383261484673,Shipped
2024-01-17,CUST-8725,user515@outlook.com,PROD-919,6.0,109.24282803107968,In-Transit
2024-06-20,CUS-2875, user878@company.com ,PROD-431,2.0,53.7946233233697,Shipped
2024-08-07,Customer 9712,user415@hotmail.com,PROD-492,8.0,115.7665388893014,Shipped
2024-06-06,CUS-8099,user332@gmail.com,,6.0,186.9579622806814,delivered
2024-02-15,1116,user146@hotmail.com,PROD-890,9.0,171.2187578205888,shipped
2025-01-07,C6463,user336@gmail.com,PROD-416,7.0,166.31845932457193,Pending
2024-01-06,CUST-4788,user705@gmail.com,PROD-534,1.0,197.7086685648572,In-Transit
2024-04-08,CUS-5167,user877@outlook.com,PROD-321,4.0,$89.37,In-Transit
2025-01-14,9465,user602@gmail.com,PROD-377,4.0,113.00883385666984,In-Transit
2024-08-20,C2389, user909@yahoo.com ,PROD-673,3.0,118.97107532121993,delivered
2024-02-06,CUST-6420, user340@outlook.com ,PROD-565,8.0,193.9400515832281,In Transit
2024-10-06,CUS-3043,user957@gmail.cm,PROD-701,8.0,193.36673314016036,SHIPPED
2024-12-14,CUS-1778,user175@hotmail.com,PROD-129,6.0,142.41871447345216,In-Transit
2024-10-28,CUST-7731,user926@outlook.com,PROD-387,6.0,177.12933388346084,In Transit
2024-06-29,CUS-4117,user978@hotmail.com,,5.0,102,shipped
2024-04-04,Customer 3720,user352@gmail.com,PROD-464,8.0,186.90492335808136,In-Transit
2024-04-08,C7047,user819@hotmail.com,PROD-938,2.0,81.83880652556759,Pending
2024-07-06,C9032,user762@yahoo.com,PROD-797,7.0,86.6035998093512,in transit
2024-04-25,C7368,user896@outlook.com,PROD-888,5.0,145.37298173526943,pending
2024-07-09,CUS-2949,user560@yahoo.com,PROD-279,5.0,119,DELIVERED
2024-09-09,CUS-7732,user384@hotmail.com,PROD-988,4.0,32.67612199449959,pending
2025-02-19,Customer 8833, user323@yahoo.com ,PROD-987,4.0,77.03038249096501,In-Transit
2024-06-09,C8014,user144@outlook.com,PROD-609,9.0,74,SHIPPED
2024-09-12,C2709,user320@hotmail.com,PROD-452,4.0,97,pending
2024-11-18,C4041,user842@outlook.com,PROD-182,3.0,33.12561174391743,in transit
2024-05-07,C9619,user540@hotmail.com,PROD-834,9.0,169.9647025543862,Pending
2024-01-18,CUS-2895,user954@outlook.com,PROD-581,5.0,52.31226635200374,delivered
2024-10-07,CUST-9508,user901@company.com,PROD-689,7.0,73,DELIVERED
2024-08-10,CUST-1634,user246@yahoo.com,PROD-481,8.0,18.824247541347823,delivered
2024-02-23,CUS-7917,user288@outlook.com,PROD-343,8.0,45.7379161697877,SHIPPED
2024-02-27,CUS-1552,user237@yahoo.com,PROD-567,3.0,$147.59,DELIVERED
2024-11-18,C9907,user115@company.com,PROD-637,9.0,181.81324103118257,SHIPPED
2024-12-25,C4389,user440@hotmail.com,PROD-736,8.0,68,delivered
2024-06-22,Customer 9442,user820@gmail.com,PROD-172,5.0,77.52737185798634,Pending
2024-10-06,CUST-1207,user280@yahoo.com,PROD-408,3.0,73.66087340701935,DELIVERED
2024-04-23,Customer 1021,user630@yahoo.com,PROD-809,7.0,192.66881721969193,Delivered
2024-10-14,C1894,user294@hotmail.com,PROD-285,2.0,154.18332728853565,In Transit
2024-12-07,CUST-8294,user916@yahoo.com,PROD-112,942.0,58.94467359336701,Pending
2024-05-30,CUS-8867,user892@company.com,PROD-150,1.0,20.39957691573362,DELIVERED
2024-05-06,C5109,user460@yahoo.com,PROD-830,9.0,$188.16,SHIPPED
2024-06-03,CUST-8179,user284@hotmail.com,PROD-379,8.0,169.28841892180046,SHIPPED
2025-01-20,Customer 2560,user259@yahoo.com,PROD-255,9.0,78.81338914834544,shipped
2024-09-29,2266,user957@gmail.com,PROD-181,8.0,85.68745961116612,Pending
2024-04-13,C4638,user138@hotmail.com,PROD-372,2.0,23.29657849003844,SHIPPED
2025-02-20,Customer 5780,user485@gmail.com,PROD-672,8.0,97.08163743634553,Shipped
2025-01-27,3356,user255@hotmail.com,PROD-807,7.0,$120.90,In Transit
2024-10-25,CUST-8979,user945@company.com,PROD-422,9.0,$37.56,delivered
2024-09-02,C8057,user431@hotmail.com,PROD-188,1.0,172.7141784826317,in transit
2024-06-24,CUST-1661,user455@gmail.com,PROD-893,7.0,33.30498434673442,shipped
2024-02-08,9503,user393@outlook.com,PROD-638,2.0,178.44145420146526,SHIPPED
2024-06-18,CUS-9946,user551@cmpany.cm,PROD-793,4.0,138.87841705875138,Shipped
2024-09-03,CUST-7236,user809@hotmail.com,PROD-339,3.0,105.16835143247994,shipped
2024-01-26,CUS-8005,user810@hotmail.com,PROD-602,8.0,20.319573903634918,Shipped
2024-12-20,1158,user872@company.com,PROD-776,6.0,82.32215177869534,shipped
2024-11-01,C1956,user305outlook.com,PROD-619,2.0,50.987249324110984,SHIPPED
2025-02-12,Customer 4453,user386@outlook.cm,PROD-438,8.0,$190.70,Shipped
2025-02-11,Customer 1955,user899@company.com,PROD-458,8.0,177.97797046728715,pending
2024-01-13,C2712,user425@gmail.com,PROD-433,1.0,89.03967197598617,DELIVERED
2024-11-11,CUST-5703,user830@gmail.com,PROD-438,1.0,79.20415024601817,Pending
2025-01-25,CUS-7563,user707@outlook.com,PROD-986,9.0,152.22102593067123,in transit
2024-11-08,C6631,user153@yahoo.com,PROD-310,5.0,153.64360594213468,delivered
2024-02-05,Customer 2394,user994@yahoo.com,PROD-861,9.0,42.901492425511115,in transit
2024-06-21,C5732,user951@company.com,PROD-581,1.0,18.527735966017985,delivered
2024-01-20,Customer 4714,user808@outlook.com,PROD-659,753.0,194.3256676181918,Delivered
2024-11-16,1529,user778@hotmail.com,PROD-105,7.0,115.81166467353972,In Transit
2024-09-20,3958,user270@company.com,PROD-967,4.0,122.92778292372387,Delivered
2025-02-03,CUS-4591,user210@company.com,PROD-424,6.0,13.009744696600684,In-Transit
2024-05-21,Customer 7895,user299@yahoo.com,PROD-343,2.0,61.048219198310264,SHIPPED
2025-01-05,C1525,user176@hotmail.com,,8.0,155.9240573040178,DELIVERED
2024-05-22,C1374,user534@hotmail.cm,PROD-690,8.0,-21.376063163786434,Pending
2024-04-01,5648,user141@outlook.com,PROD-479,2.0,166.19644972901958,DELIVERED
2024-12-19,Customer 2646,user983@gmail.com,PROD-441,4.0,104.35868197976822,in transit
2024-11-17,CUS-4155,user542@hotmail.com,PROD-320,3.0,162.9871365230533,delivered
2024-10-14,C4814,user416@hotmail.com,PROD-871,7.0,186.52588440713598,Delivered
2024-08-02,CUS-9219,user662@company.com,PROD-603,7.0,$68.99,DELIVERED
2024-12-07,C5356,user368@gmail.com,PROD-307,5.0,$40.82,Delivered
2024-02-20,CUS-6543,user359@outlook.com,PROD-714,4.0,$178.49,In Transit
2024-06-01,Customer 8062,user447@gmail.com,PROD-428,7.0,91.56080814229354,In Transit
2024-07-04,CUST-4081,user466@gmail.com,PROD-767,362.0,$174.84,pending
2024-03-03,CUST-1629,user263@outlook.com,PROD-998,4.0,$189.40,delivered
2024-07-08,C6724,user513@hotmail.com,PROD-881,6.0,165.13936653826312,In-Transit
2024-05-04,C4432,user457@yahoo.com,PROD-101,2.0,135.80287234147883,DELIVERED
2024-05-29,CUS-7276,user605@gmail.com,PROD-931,6.0,107.71097715427315,Pending
2024-11-09,Customer 6895,user268@yahoo.com,,9.0,13,Delivered
2024-02-27,CUST-8115,user841@outlook.com,PROD-891,5.0,40.40826615491447,Delivered
2024-12-07,CUS-1575,user615@gmail.com,PROD-833,1.0,195,In Transit
2024-10-31,Customer 4192,user170@yahoo.com,PROD-306,7.0,149.08869026631143,SHIPPED
2024-06-28,CUST-7052,user391@yahoo.com,PROD-987,6.0,90.36687402561513,delivered
2024-06-18,4568,user476@yahoo.com,PROD-860,1.0,121,Delivered
2024-11-21,Customer 3203,user862@outlook.com,PROD-405,1.0,137.8905392282502,In Transit
2024-09-27,Customer 2274,user138@gmail.com,PROD-494,4.0,62.775703994022315,In Transit
2024-02-23,2939,user207@hotmail.com,PROD-673,4.0,110.19643456231108,Shipped
2024-04-10,C1968,user554@company.com,PROD-667,7.0,193.71076454343105,pending
2024-09-20,1281,user848hotmail.com,PROD-339,9.0,116.09983040706564,Delivered
2024-02-22,7262,user697@outlook.com,PROD-364,3.0,$156.92,Shipped
2024-02-29,CUST-5293,user860@yahoo.com,PROD-169,2.0,91.72531468791746,Pending
2024-04-17,6178, user254@gmail.com ,PROD-297,3.0,163.12106399172174,Pending
2024-01-05,2229,user640@gmail.com,,3.0,176.71104722267822,In Transit
2024-04-12,Customer 5585,user586@company.com,PROD-904,4.0,199.81724588148904,pending
2024-07-14,Customer 3740,user821@hotmail.com,PROD-981,5.0,130,SHIPPED
2024-09-18,C2239,user706@yahoo.com,PROD-739,1.0,127.01708134646705,pending
2024-12-30,CUST-1125,user197@company.com,PROD-424,4.0,$78.65,SHIPPED
2025-01-06,C8473, user525@gmail.com ,PROD-387,5.0,194.26935495753503,Shipped
2024-12-15,6342, user862@hotmail.com ,PROD-659,1.0,111.04928195522895,In Transit
2024-02-16,CUST-4249,user532gmail.com,PROD-948,2.0,87.38300207104255,Shipped
2024-12-20,Customer 7294,user761@company.com,PROD-159,1.0,129.01537996334116,delivered
2024-11-06,2969,user429@outlook.com,PROD-676,9.0,121.06558831548007,Shipped
2025-02-27,C1891,user978@outlook.com,PROD-137,7.0,148.0449052317559,In-Transit
2024-11-03,C9320,user617@hotmail.com,PROD-560,8.0,$100.08,Delivered
2024-05-23,8519,user619@yahoo.com,PROD-516,9.0,55.79241276314146,Pending
2024-09-25,2198,user656@company.com,PROD-908,1.0,36,shipped
2025-01-04,C6238,user426@yahoo.com,PROD-532,6.0,99.53783633373656,In Transit
2024-05-03,C7089,user100@yahoo.com,PROD-532,1.0,192.15337708083172,pending
2024-04-15,C8705,user405@hotmail.com,PROD-676,3.0,$76.50,SHIPPED
2024-06-06,CUS-1986,user945@gmail.com,PROD-827,3.0,161.17281620758257,DELIVERED
2024-05-26,CUS-5909,user526@gmail.com,PROD-700,7.0,116.52523043875046,Delivered
2024-05-24,Customer 4072,user757outlook.com,PROD-356,3.0,110.07164420293856,shipped
2024-04-29,CUST-4124,user540@hotmail.com,PROD-845,9.0,199.144134304768,pending
2024-11-14,9125, user331@hotmail.com ,PROD-758,8.0,88.79522821877785,In-Transit
2024-10-01,Customer 5033,user348yahoo.com,PROD-512,7.0,126,DELIVERED
2024-04-01,C1703,user617@company.com,PROD-940,7.0,117.73519440897088,SHIPPED
2024-02-27,CUS-8848,user466@yahoo.com,PROD-465,6.0,70.43104105758022,pending
2024-12-11,CUS-7924,user930@hotmail.com,PROD-884,4.0,95.5737891309273,In-Transit
2024-08-16,CUS-4828,user814@outlook.com,PROD-543,2.0,108.41044391535104,SHIPPED
2024-04-26,4230,user473@company.com,PROD-742,1.0,93.591200533877,SHIPPED
2024-11-13,CUS-8114,user986@outlook.com,PROD-661,1.0,143.8233549183015,In Transit
2024-10-05,Customer 4173,user798@gmail.com,PROD-277,8.0,45.68909055177768,DELIVERED
2024-05-06,Customer 5114,user276@company.com,PROD-269,2.0,42.933963359852655,pending
2025-01-27,C8761,user691@company.com,PROD-947,9.0,$39.70,delivered
2025-01-30,2000,user639@outlook.com,PROD-247,5.0,32.32511970883322,Shipped
2024-05-08,CUST-2388,user313@company.com,PROD-736,4.0,26,pending
2024-02-27,CUST-4712,user745@outlook.com,PROD-179,8.0,39.97712644696173,Shipped
2024-05-01,CUS-3772,user257@company.com,PROD-164,7.0,160.67368633145693,Delivered
2024-01-01,CUS-5806,user412@outlook.com,PROD-812,6.0,94.31442078621535,SHIPPED
2024-08-26,3875,user779@outlook.com,PROD-481,7.0,80.83536282936349,pending
2024-10-16,6592,user745@outlook.com,PROD-672,5.0,15.371627933935258,Delivered
2024-04-05,CUS-9927,user189@company.com,PROD-918,6.0,38.74858076446927,DELIVERED
2024-05-05,CUS-7059,user728@hotmail.com,PROD-173,7.0,91.51857886226202,SHIPPED
2024-04-27,C8010,user597@gmail.com,PROD-642,5.0,13.61886316992583,SHIPPED
2024-02-17,C3989,user174@yahoo.com,PROD-913,8.0,$144.45,shipped
2024-03-29,CUS-7228,user763@outlook.com,PROD-259,2.0,193,Pending
2024-08-24,C7471,user848@outlook.cm,PROD-336,9.0,112.77477612374871,Shipped
2025-01-07,C2177,user607@outlook.com,PROD-928,1.0,26.134269112127363,DELIVERED
2025-01-19,CUS-1011,user822@gmail.com,PROD-557,5.0,109.90143089012453,In-Transit
2024-09-28,5399,user580@yahoo.com,PROD-871,3.0,166.00699738446994,In-Transit
2024-07-07,9234,user444@company.com,PROD-858,7.0,49.00457707442074,delivered
2024-07-10,C7570,user972@outlook.com,PROD-814,7.0,72.49919719071407,pending
2024-03-09,9212,user855@yahoo.com,PROD-391,1.0,66,in transit
2024-10-04,CUST-5431,user114@hotmail.com,PROD-730,7.0,81.57036161288137,DELIVERED
2024-12-14,6243,user487gmail.com,PROD-592,2.0,15,pending
2024-09-03,CUS-9906,user710@gmail.com,PROD-838,5.0,65.56006631247593,in transit
2024-03-16,CUST-1140, user757@yahoo.com ,PROD-505,6.0,47.38012538244189,shipped
2024-06-02,CUST-7012,user720@yahoo.com,PROD-979,3.0,14.575227951585182,In-Transit
2024-05-23,Customer 8151, user290@gmail.com ,PROD-648,2.0,138.9585219050009,DELIVERED
2024-03-26,4610,user584company.com,PROD-646,8.0,109.39478282846103,SHIPPED
2024-07-03,7894,user263@company.com,PROD-435,5.0,86,Pending
2024-10-11,Customer 8311,user407@yahoo.com,PROD-988,9.0,119.22301175935017,In Transit
2024-08-07,C6539,user931@company.com,PROD-221,7.0,46.013143133571624,Pending
2024-03-09,C7787,user834@gmail.com,PROD-765,2.0,116,pending
2024-02-16,C5445,user592@yahoo.com,PROD-669,3.0,89.3943601179732,delivered
2024-04-03,CUST-2286,user474@outlook.com,PROD-767,7.0,147.54701039714877,In-Transit
2024-08-25,Customer 8052,user291@company.com,PROD-967,2.0,16.141321682137537,Delivered
2024-07-22,CUS-9105,user466@gmail.com,PROD-421,1.0,$48.28,Delivered
2025-02-03,7441,user282@gmail.cm,PROD-265,9.0,23.22784424048168,In Transit
2024-08-05,Customer 6203,user404@gmail.com,PROD-748,7.0,130.48611461502628,In-Transit
2024-12-06,Customer 2798,user821@hotmail.com,PROD-288,7.0,173.8276148450158,DELIVERED
2024-02-08,CUS-6291,user272@company.com,PROD-478,1.0,19,SHIPPED
2024-04-09,7284,user617@yahoo.com,PROD-463,8.0,31.435189352896202,delivered
2024-10-15,7869,user948@outlook.com,PROD-737,3.0,171.42830840621372,Delivered
2024-09-10,Customer 4097,user998@outlook.com,PROD-924,7.0,156.91248230669487,In Transit
2024-08-09,CUS-1009,user120@outlook.com,PROD-571,2.0,54.92000629959824,Pending
2024-12-22,C6752,user158@gmail.com,PROD-752,1.0,169.0822124266584,SHIPPED
2024-01-23,7295,user807@outlook.com,PROD-665,1.0,39.30021150237851,Delivered
2024-09-06,CUS-4225,user382@gmail.com,PROD-949,8.0,120.05088761928786,Pending
2024-01-10,CUST-2316,user652@outlook.com,PROD-869,1.0,130.00245298818442,DELIVERED
2024-09-02,Customer 7807,user583@company.com,PROD-302,5.0,$168.78,Pending
2024-11-20,CUST-4683,user488@outlook.com,PROD-561,4.0,162.85119319119354,SHIPPED
2024-04-09,Customer 4273,user546@company.com,PROD-516,1.0,95.9047102187219,Pending
2024-10-16,CUS-1145,user727@yahoo.cm,PROD-490,7.0,39.67638170786418,DELIVERED
2024-06-28,CUST-4040,user681@outlook.com,PROD-787,2.0,141,delivered
2024-08-10,C1482,user486@company.com,PROD-146,5.0,162.60922361900086,SHIPPED
2025-01-28,Customer 2249,user355@hotmail.com,PROD-718,5.0,158.6944521005601,delivered
2024-09-06,CUS-1630,user335@gmail.com,PROD-948,3.0,189.8254600666099,In Transit
2024-05-26,9853,user803@company.com,PROD-233,9.0,-81.60005320819062,In-Transit
2024-04-05,1987,user485@gmail.com,PROD-940,2.0,29.815856531856518,Pending
2024-09-13,CUST-9841,user439@company.com,PROD-706,1.0,169.118669919307,shipped
2024-11-20,CUS-2100,user405@yahoo.com,PROD-665,2.0,107.53486174961796,delivered
2024-01-04,9632,user602@yahoo.com,PROD-334,1.0,108.51483365310577,DELIVERED
2024-01-16,CUS-1769,user692@gmail.com,PROD-263,5.0,185,Delivered
2024-10-06,CUST-5358,user716@company.com,PROD-315,5.0,182,delivered
2024-12-01,7780,user364@outlook.com,PROD-756,6.0,193.41602222507123,Delivered
2024-09-03,CUS-7602,user538@company.com,PROD-410,3.0,101.10080501704488,pending
2024-09-14,Customer 3349,user994@gmail.com,PROD-356,1.0,43.358708452479256,Pending
2025-01-18,CUST-6699,user382@outlook.com,PROD-632,1.0,173.73488346772243,In Transit
2024-06-08,C2125,user538@hotmail.com,PROD-270,8.0,146.46183811074718,Shipped
2024-12-05,C7764,user981@yahoo.com,PROD-724,5.0,173,SHIPPED
2024-05-31,Customer 8843,user793@company.com,PROD-877,5.0,138.7858928890464,Delivered
2025-01-30,CUST-1072, user178@yahoo.com ,PROD-936,1.0,98.6659112567414,pending
2024-06-26,CUS-6189,user861@yahoo.com,PROD-127,3.0,98.4575520192128,pending
2024-06-11,CUS-1707,user717@yahoo.com,PROD-150,3.0,77.54326618878166,Delivered
2025-01-14,7704,user462@cmpany.cm,PROD-690,3.0,22.82504776573153,pending
2024-02-02,Customer 4713,user943@yahoo.com,PROD-685,9.0,$110.61,SHIPPED
2025-02-20,Customer 3475,user510@gmail.com,PROD-283,1.0,187.82489055979886,Shipped
2024-06-27,CUST-5255,user182@gmail.com,PROD-228,9.0,$177.17,Pending
2024-04-10,8397,user633@outlook.com,PROD-600,3.0,-127.16758141301396,DELIVERED
2024-09-24,C9258,user709@gmail.com,PROD-670,9.0,$50.39,In-Transit
2024-11-18,Customer 3428,user372@gmail.com,,9.0,141.78992484452897,Delivered
2024-03-05,C8426, user986@outlook.com ,PROD-904,4.0,66.88867546004114,Shipped
2025-02-20,C6291,user213company.com,PROD-700,791.0,92,Shipped
2024-06-16,C4874,user952@company.com,PROD-288,9.0,42.02469566268305,In Transit
2024-11-25,C5211,user888@company.com,PROD-957,8.0,41,Delivered
2024-02-12,Customer 4374,user637@hotmail.com,PROD-881,4.0,24.81605542423251,pending
2024-02-13,CUS-1207,user988@outlook.com,PROD-516,1.0,189.5333897073662,pending
2024-10-11,C3493,user946@yahoo.com,PROD-486,7.0,132.6749655016711,delivered
2025-01-31,CUS-4083,user426@outlook.com,PROD-332,8.0,158.2218292227733,Pending
2024-01-12,CUS-4719,user751@gmail.com,PROD-376,3.0,86.78702712568744,DELIVERED
2024-04-04,Customer 2679,user297@outlook.cm,PROD-834,2.0,196.5466863069951,Shipped
2024-10-28,8446,user509@company.com,PROD-140,6.0,191.31927695478586,In Transit
2025-01-20,Customer 7770,user647@company.com,PROD-393,6.0,64.90120359954805,In Transit
2024-09-09,7099,user229@yahoo.com,PROD-640,9.0,72,SHIPPED
2024-08-29,Customer 3368,user433@company.com,PROD-927,3.0,165.8191951502731,Delivered
2024-02-04,CUS-1285,user645@gmail.com,PROD-855,6.0,-97.76990639919954,Shipped
2024-08-02,5037,user131@yahoo.com,PROD-246,3.0,182.31511568301096,DELIVERED
2024-12-02,C5895,user279@yahoo.com,PROD-889,6.0,$11.55,delivered
2024-03-30,CUS-2012,user225@hotmail.com,PROD-990,3.0,61.78291441219723,shipped
2024-09-20,Customer 3785,user781@outlook.com,PROD-243,8.0,19,shipped
2024-04-02,4725,user626@outlook.com,PROD-596,3.0,43.85454042117123,delivered
2025-02-13,Customer 5576,user541@yahoo.com,PROD-406,6.0,141.6184862213853,pending
2024-03-30,C3408,user700hotmail.com,PROD-516,9.0,170,Shipped
2025-02-21,3817,user546@yahoo.com,PROD-424,3.0,$133.55,Delivered
2024-04-24,CUST-3496,user526@company.com,PROD-179,7.0,19.828854349182812,DELIVERED
2024-04-14,CUST-6299,user219@gmail.cm,,8.0,113.93163081173898,SHIPPED
2025-01-25,C4267,user988@hotmail.com,PROD-964,6.0,101.80725186847866,Delivered
2024-07-14,C5406,user216@yahoo.com,PROD-749,5.0,92,In-Transit
2024-11-09,CUST-9597,user760@yahoo.com,PROD-652,2.0,104.49241743776251,Delivered
2024-04-23,CUST-5437,user373@yahoo.com,PROD-486,3.0,155.3404415584274,Delivered
2024-03-15,Customer 9435, user172@gmail.com ,PROD-663,5.0,117.89794010543875,Pending
2025-02-16,C5107,user503@outlook.com,PROD-511,5.0,174,Shipped
2025-01-10,CUS-9785,user346@outlook.com,PROD-720,9.0,152.1202731267421,SHIPPED
2025-02-23,2826,user785@hotmail.com,PROD-836,7.0,-95.8191911264479,Pending
2024-08-04,C8629,user909@outlook.com,PROD-347,3.0,139.5458592643857,Shipped
2024-10-03,CUST-8693,user930@outlook.com,PROD-166,6.0,150.19291019634792,in transit
2024-09-05,CUS-8842,user407@hotmail.com,PROD-426,9.0,-150.03666119582695,SHIPPED
2024-06-12,C8002,user507@cmpany.cm,PROD-569,4.0,111.23599904068632,Shipped
2025-01-28,C3978,user217@yahoo.com,PROD-762,3.0,46.049487712569515,shipped
2024-12-22,C8373,user247@gmail.com,PROD-707,8.0,32.865993669444705,Pending
2025-02-11,Customer 7097,user260yahoo.com,PROD-874,3.0,84,in transit
2024-07-10,C6656,user823@outlook.com,PROD-212,5.0,172.0888438941114,pending
2024-08-14,C9984,user497@hotmail.com,PROD-555,2.0,143.17423436984288,SHIPPED
2024-06-25,5259,user880@yahoo.com,PROD-231,5.0,118.39640983077061,In-Transit
2024-04-08,CUS-5917,user677@yahoo.com,PROD-220,7.0,173,DELIVERED
2024-02-05,3530,user353@hotmail.com,PROD-581,8.0,-90.61911984945591,In-Transit
2024-04-05,CUS-8045,user282@hotmail.com,PROD-996,4.0,81.35188606188554,shipped
2024-05-31,CUS-6772,user438@yahoo.com,PROD-665,1.0,34.572376902832836,shipped
2024-05-30,3529,user455@yahoo.com,PROD-260,6.0,39,delivered
2024-07-08,8137,user150@outlook.com,PROD-887,4.0,89.74192523445912,pending
2024-08-11,Customer 1536,user915@outlook.com,PROD-784,9.0,117.82179942670084,delivered
2024-02-06,Customer 8340,user680@company.com,,9.0,26.300032747910635,In-Transit
2024-09-24,Customer 8179,user628yahoo.com,PROD-186,4.0,186.04397734659798,Pending
2025-01-03,Customer 9734,user248@gmail.com,PROD-898,4.0,92.0859054418929,Delivered
